target_image,pair_image,audio,stimulus_type,condition,sentence_template,target_onset,group,speaker,expt_practice,audio_duration
walrus.jpg,net.jpg,F_16_LFD_N_sk.wav,filler,LFD,original,NA,groupD,native,NA,3656
wine.jpg,penguin.jpg,F_1_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2521
hat.jpg,peach.jpg,F_2_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2722
cheese.jpg,butterfly.jpg,F_3_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2461
floor.jpg,thimble.jpg,F_4_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2692
man.jpg,beaver.jpg,F_5_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2480
city.jpg,flute.jpg,F_6_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2506
bar.jpg,artichoke.jpg,F_7_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2529
woman.jpg,slide.jpg,F_8_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2559
book.jpg,antlers.jpg,F_9_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2521
piano.jpg,razor.jpg,F_10_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2645
horse.jpg,iron.jpg,F_11_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2559
glass.jpg,zebra.jpg,F_12_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2772
boy.jpg,anvil.jpg,F_13_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2658
fire.jpg,binoculars.jpg,F_14_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2739
lips.jpg,safetypin.jpg,F_15_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2593
rock.jpg,recordplayer.jpg,F_16_HFF_N_sk.wav,filler,HFF,original,NA,groupD,native,NA,2636
toothbrush.jpg,bench.jpg,T_1_LFF_A_NN_sk.wav,target,LFF,1F,2255,groupA,non-native,NA,3937
blimp.jpg,shoe.jpg,T_2_LFF_A_NN_sk.wav,target,LFF,2F,2275,groupA,non-native,NA,3410
globe.jpg,chair.jpg,T_3_LFF_A_NN_sk.wav,target,LFF,3F,2278,groupA,non-native,NA,3186
funnel.jpg,star.jpg,T_4_LFF_A_NN_sk.wav,target,LFF,1F,2255,groupA,non-native,NA,3128
unicorn.jpg,telephone.jpg,T_5_LFF_A_NN_sk.wav,target,LFF,2F,2275,groupA,non-native,NA,3612
cactus.jpg,tooth.jpg,T_6_LFF_A_NN_sk.wav,target,LFF,3F,2278,groupA,non-native,NA,3216
earring.jpg,ball.jpg,T_7_LFF_A_NN_sk.wav,target,LFF,1F,2255,groupA,non-native,NA,3393
palmtree.jpg,flower.jpg,T_8_LFF_A_NN_sk.wav,target,LFF,2F,2275,groupA,non-native,NA,3028
highchair.jpg,table.jpg,T_1_LFD_A_NN_sk.wav,target,LFD,1D,3539,groupA,non-native,NA,5291
sewingmachine.jpg,factory.jpg,T_2_LFD_A_NN_sk.wav,target,LFD,2D,3741,groupA,non-native,NA,5334
wheelbarrow.jpg,stairs.jpg,T_3_LFD_A_NN_sk.wav,target,LFD,3D,3738,groupA,non-native,NA,4610
igloo.jpg,rain.jpg,T_4_LFD_A_NN_sk.wav,target,LFD,1D,3539,groupA,non-native,NA,4269
swing.jpg,wall.jpg,T_5_LFD_A_NN_sk.wav,target,LFD,2D,3741,groupA,non-native,NA,4654
pineapple.jpg,bridge.jpg,T_6_LFD_A_NN_sk.wav,target,LFD,3D,3738,groupA,non-native,NA,4718
typewriter.jpg,cigarette.jpg,T_7_LFD_A_NN_sk.wav,target,LFD,1D,3539,groupA,non-native,NA,5234
vacuum.jpg,king.jpg,T_8_LFD_A_NN_sk.wav,target,LFD,2D,3741,groupA,non-native,NA,5055
bottle.jpg,saw.jpg,T_1_HFF_A_NN_sk.wav,target,HFF,1F,2255,groupA,non-native,NA,2907
sun.jpg,harp.jpg,T_2_HFF_A_NN_sk.wav,target,HFF,2F,2275,groupA,non-native,NA,3080
moon.jpg,fan.jpg,T_3_HFF_A_NN_sk.wav,target,HFF,3F,2278,groupA,non-native,NA,3236
car.jpg,alligator.jpg,T_4_HFF_A_NN_sk.wav,target,HFF,1F,2255,groupA,non-native,NA,2948
baby.jpg,rhinoceros.jpg,T_5_HFF_A_NN_sk.wav,target,HFF,2F,2275,groupA,non-native,NA,3193
bus.jpg,snowman.jpg,T_6_HFF_A_NN_sk.wav,target,HFF,3F,2278,groupA,non-native,NA,3264
arm.jpg,ostrich.jpg,T_7_HFF_A_NN_sk.wav,target,HFF,2F,2275,groupA,non-native,NA,2919
train.jpg,pumpkin.jpg,T_8_HFF_A_NN_sk.wav,target,HFF,3F,2278,groupA,non-native,NA,2948
dog.jpg,hose.jpg,T_1_HFD_A_NN_sk.wav,target,HFD,1D,3539,groupA,non-native,NA,4040
church.jpg,snail.jpg,T_2_HFD_A_NN_sk.wav,target,HFD,2D,3741,groupA,non-native,NA,4464
nose.jpg,wateringcan.jpg,T_3_HFD_A_NN_sk.wav,target,HFD,3D,3738,groupA,non-native,NA,4385
door.jpg,strawberry.jpg,T_4_HFD_A_NN_sk.wav,target,HFD,1D,3539,groupA,non-native,NA,4188
fish.jpg,dolphin.jpg,T_5_HFD_A_NN_sk.wav,target,HFD,2D,3741,groupA,non-native,NA,4295
hand.jpg,bat.jpg,T_6_HFD_A_NN_sk.wav,target,HFD,3D,3738,groupA,non-native,NA,4581
eye.jpg,puzzle.jpg,T_7_HFD_A_NN_sk.wav,target,HFD,2D,3741,groupA,non-native,NA,4147
tree.jpg,dinosaur.jpg,T_8_HFD_A_NN_sk.wav,target,HFD,3D,3738,groupA,non-native,NA,4581
raccoon.jpg,smoke.jpg,F_1_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,7413
jumprope.jpg,house.jpg,F_2_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,6709
radish.jpg,bread.jpg,F_3_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,6549
pick.jpg,bride.jpg,F_4_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,4337
pencilsharpener.jpg,bird.jpg,F_5_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,6338
tripod.jpg,ear.jpg,F_6_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,6814
seahorse.jpg,paper.jpg,F_7_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,6609
ladle.jpg,butter.jpg,F_8_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,5313
firehydrant.jpg,doctor.jpg,F_9_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,6168
kangaroo.jpg,wood.jpg,F_10_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,7433
crib.jpg,road.jpg,F_11_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,6886
leopard.jpg,priest.jpg,F_12_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,5170
ladybug.jpg,suitcase.jpg,F_13_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,5562
drill.jpg,neck.jpg,F_14_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,6067
brush.jpg,rose.jpg,F_15_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,4791
walrus.jpg,net.jpg,F_16_LFD_NN_sk.wav,filler,LFD,original,NA,groupA,non-native,NA,5105
wine.jpg,penguin.jpg,F_1_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3152
hat.jpg,peach.jpg,F_2_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3124
cheese.jpg,butterfly.jpg,F_3_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3124
floor.jpg,thimble.jpg,F_4_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3495
man.jpg,beaver.jpg,F_5_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,2995
city.jpg,flute.jpg,F_6_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3018
bar.jpg,artichoke.jpg,F_7_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,2865
woman.jpg,slide.jpg,F_8_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3041
book.jpg,antlers.jpg,F_9_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3286
piano.jpg,razor.jpg,F_10_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3286
horse.jpg,iron.jpg,F_11_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3152
glass.jpg,zebra.jpg,F_12_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3274
boy.jpg,anvil.jpg,F_13_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3286
fire.jpg,binoculars.jpg,F_14_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3132
lips.jpg,safetypin.jpg,F_15_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3092
rock.jpg,recordplayer.jpg,F_16_HFF_NN_sk.wav,filler,HFF,original,NA,groupA,non-native,NA,3188
highchair.jpg,table.jpg,T_1_LFF_B_NN_sk.wav,target,LFF,1F,2255,groupB,non-native,NA,4006
sewingmachine.jpg,factory.jpg,T_2_LFF_B_NN_sk.wav,target,LFF,2F,2275,groupB,non-native,NA,3868
wheelbarrow.jpg,stairs.jpg,T_3_LFF_B_NN_sk.wav,target,LFF,3F,2278,groupB,non-native,NA,3150
igloo.jpg,rain.jpg,T_4_LFF_B_NN_sk.wav,target,LFF,1F,2255,groupB,non-native,NA,2985
swing.jpg,wall.jpg,T_5_LFF_B_NN_sk.wav,target,LFF,2F,2275,groupB,non-native,NA,3188
pineapple.jpg,bridge.jpg,T_6_LFF_B_NN_sk.wav,target,LFF,3F,2278,groupB,non-native,NA,3258
typewriter.jpg,cigarette.jpg,T_7_LFF_B_NN_sk.wav,target,LFF,1F,2255,groupB,non-native,NA,3950
vacuum.jpg,king.jpg,T_8_LFF_B_NN_sk.wav,target,LFF,2F,2275,groupB,non-native,NA,3589
toothbrush.jpg,bench.jpg,T_1_LFD_B_NN_sk.wav,target,LFD,1D,3539,groupB,non-native,NA,5221
blimp.jpg,shoe.jpg,T_2_LFD_B_NN_sk.wav,target,LFD,2D,3741,groupB,non-native,NA,4877
globe.jpg,chair.jpg,T_3_LFD_B_NN_sk.wav,target,LFD,3D,3738,groupB,non-native,NA,4645
funnel.jpg,star.jpg,T_4_LFD_B_NN_sk.wav,target,LFD,1D,3539,groupB,non-native,NA,4412
unicorn.jpg,telephone.jpg,T_5_LFD_B_NN_sk.wav,target,LFD,2D,3741,groupB,non-native,NA,5078
cactus.jpg,tooth.jpg,T_6_LFD_B_NN_sk.wav,target,LFD,3D,3738,groupB,non-native,NA,4676
earring.jpg,ball.jpg,T_7_LFD_B_NN_sk.wav,target,LFD,1D,3539,groupB,non-native,NA,4677
palmtree.jpg,flower.jpg,T_8_LFD_B_NN_sk.wav,target,LFD,2D,3741,groupB,non-native,NA,4494
dog.jpg,hose.jpg,T_1_HFF_B_NN_sk.wav,target,HFF,1F,2255,groupB,non-native,NA,2756
church.jpg,snail.jpg,T_2_HFF_B_NN_sk.wav,target,HFF,2F,2275,groupB,non-native,NA,2998
nose.jpg,wateringcan.jpg,T_3_HFF_B_NN_sk.wav,target,HFF,3F,2278,groupB,non-native,NA,2925
door.jpg,strawberry.jpg,T_4_HFF_B_NN_sk.wav,target,HFF,1F,2255,groupB,non-native,NA,2904
fish.jpg,dolphin.jpg,T_5_HFF_B_NN_sk.wav,target,HFF,2F,2275,groupB,non-native,NA,2829
hand.jpg,bat.jpg,T_6_HFF_B_NN_sk.wav,target,HFF,3F,2278,groupB,non-native,NA,3122
eye.jpg,puzzle.jpg,T_7_HFF_B_NN_sk.wav,target,HFF,2F,2275,groupB,non-native,NA,2681
tree.jpg,dinosaur.jpg,T_8_HFF_B_NN_sk.wav,target,HFF,3F,2278,groupB,non-native,NA,3122
bottle.jpg,saw.jpg,T_1_HFD_B_NN_sk.wav,target,HFD,1D,3539,groupB,non-native,NA,4192
sun.jpg,harp.jpg,T_2_HFD_B_NN_sk.wav,target,HFD,2D,3741,groupB,non-native,NA,4546
moon.jpg,fan.jpg,T_3_HFD_B_NN_sk.wav,target,HFD,3D,3738,groupB,non-native,NA,4696
car.jpg,alligator.jpg,T_4_HFD_B_NN_sk.wav,target,HFD,1D,3539,groupB,non-native,NA,4232
baby.jpg,rhinoceros.jpg,T_5_HFD_B_NN_sk.wav,target,HFD,2D,3741,groupB,non-native,NA,4659
bus.jpg,snowman.jpg,T_6_HFD_B_NN_sk.wav,target,HFD,3D,3738,groupB,non-native,NA,4723
arm.jpg,ostrich.jpg,T_7_HFD_B_NN_sk.wav,target,HFD,2D,3741,groupB,non-native,NA,4385
train.jpg,pumpkin.jpg,T_8_HFD_B_NN_sk.wav,target,HFD,3D,3738,groupB,non-native,NA,4408
raccoon.jpg,smoke.jpg,F_1_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,7413
jumprope.jpg,house.jpg,F_2_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,6709
radish.jpg,bread.jpg,F_3_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,6549
pick.jpg,bride.jpg,F_4_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,4337
pencilsharpener.jpg,bird.jpg,F_5_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,6338
tripod.jpg,ear.jpg,F_6_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,6814
seahorse.jpg,paper.jpg,F_7_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,6609
ladle.jpg,butter.jpg,F_8_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,5313
firehydrant.jpg,doctor.jpg,F_9_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,6168
kangaroo.jpg,wood.jpg,F_10_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,7433
crib.jpg,road.jpg,F_11_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,6886
leopard.jpg,priest.jpg,F_12_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,5170
ladybug.jpg,suitcase.jpg,F_13_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,5562
drill.jpg,neck.jpg,F_14_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,6067
brush.jpg,rose.jpg,F_15_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,4791
walrus.jpg,net.jpg,F_16_LFD_NN_sk.wav,filler,LFD,original,NA,groupB,non-native,NA,5105
wine.jpg,penguin.jpg,F_1_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3152
hat.jpg,peach.jpg,F_2_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3124
cheese.jpg,butterfly.jpg,F_3_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3124
floor.jpg,thimble.jpg,F_4_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3495
man.jpg,beaver.jpg,F_5_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,2995
city.jpg,flute.jpg,F_6_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3018
bar.jpg,artichoke.jpg,F_7_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,2865
woman.jpg,slide.jpg,F_8_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3041
book.jpg,antlers.jpg,F_9_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3286
piano.jpg,razor.jpg,F_10_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3286
horse.jpg,iron.jpg,F_11_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3152
glass.jpg,zebra.jpg,F_12_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3274
boy.jpg,anvil.jpg,F_13_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3286
fire.jpg,binoculars.jpg,F_14_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3132
lips.jpg,safetypin.jpg,F_15_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3092
rock.jpg,recordplayer.jpg,F_16_HFF_NN_sk.wav,filler,HFF,original,NA,groupB,non-native,NA,3188
saw.jpg,bottle.jpg,T_1_LFF_C_NN_sk.wav,target,LFF,1F,2255,groupC,non-native,NA,3143
harp.jpg,sun.jpg,T_2_LFF_C_NN_sk.wav,target,LFF,2F,2275,groupC,non-native,NA,3166
fan.jpg,moon.jpg,T_3_LFF_C_NN_sk.wav,target,LFF,3F,2278,groupC,non-native,NA,3503
alligator.jpg,car.jpg,T_4_LFF_C_NN_sk.wav,target,LFF,1F,2255,groupC,non-native,NA,3372
rhinoceros.jpg,baby.jpg,T_5_LFF_C_NN_sk.wav,target,LFF,2F,2275,groupC,non-native,NA,3482
snowman.jpg,bus.jpg,T_6_LFF_C_NN_sk.wav,target,LFF,3F,2278,groupC,non-native,NA,3463
ostrich.jpg,arm.jpg,T_7_LFF_C_NN_sk.wav,target,LFF,1F,2255,groupC,non-native,NA,3173
pumpkin.jpg,train.jpg,T_8_LFF_C_NN_sk.wav,target,LFF,2F,2275,groupC,non-native,NA,3168
hose.jpg,dog.jpg,T_1_LFD_C_NN_sk.wav,target,LFD,1D,3539,groupC,non-native,NA,4386
snail.jpg,church.jpg,T_2_LFD_C_NN_sk.wav,target,LFD,2D,3741,groupC,non-native,NA,4726
wateringcan.jpg,nose.jpg,T_3_LFD_C_NN_sk.wav,target,LFD,3D,3738,groupC,non-native,NA,4477
strawberry.jpg,door.jpg,T_4_LFD_C_NN_sk.wav,target,LFD,1D,3539,groupC,non-native,NA,4500
dolphin.jpg,fish.jpg,T_5_LFD_C_NN_sk.wav,target,LFD,2D,3741,groupC,non-native,NA,4671
bat.jpg,hand.jpg,T_6_LFD_C_NN_sk.wav,target,LFD,3D,3738,groupC,non-native,NA,4846
puzzle.jpg,eye.jpg,T_7_LFD_C_NN_sk.wav,target,LFD,1D,3539,groupC,non-native,NA,4302
dinosaur.jpg,tree.jpg,T_8_LFD_C_NN_sk.wav,target,LFD,2D,3741,groupC,non-native,NA,4873
bench.jpg,toothbrush.jpg,T_1_HFF_C_NN_sk.wav,target,HFF,1F,2255,groupC,non-native,NA,3298
shoe.jpg,blimp.jpg,T_2_HFF_C_NN_sk.wav,target,HFF,2F,2275,groupC,non-native,NA,3243
chair.jpg,globe.jpg,T_3_HFF_C_NN_sk.wav,target,HFF,3F,2278,groupC,non-native,NA,3241
star.jpg,funnel.jpg,T_4_HFF_C_NN_sk.wav,target,HFF,1F,2255,groupC,non-native,NA,3332
telephone.jpg,unicorn.jpg,T_5_HFF_C_NN_sk.wav,target,HFF,2F,2275,groupC,non-native,NA,3111
tooth.jpg,cactus.jpg,T_6_HFF_C_NN_sk.wav,target,HFF,3F,2278,groupC,non-native,NA,2863
ball.jpg,earring.jpg,T_7_HFF_C_NN_sk.wav,target,HFF,2F,2275,groupC,non-native,NA,2954
flower.jpg,palmtree.jpg,T_8_HFF_C_NN_sk.wav,target,HFF,3F,2278,groupC,non-native,NA,2901
table.jpg,highchair.jpg,T_1_HFD_C_NN_sk.wav,target,HFD,1D,3539,groupC,non-native,NA,4345
factory.jpg,sewingmachine.jpg,T_2_HFD_C_NN_sk.wav,target,HFD,2D,3741,groupC,non-native,NA,4555
stairs.jpg,wheelbarrow.jpg,T_3_HFD_C_NN_sk.wav,target,HFD,3D,3738,groupC,non-native,NA,4543
rain.jpg,igloo.jpg,T_4_HFD_C_NN_sk.wav,target,HFD,1D,3539,groupC,non-native,NA,4373
wall.jpg,swing.jpg,T_5_HFD_C_NN_sk.wav,target,HFD,2D,3741,groupC,non-native,NA,4585
bridge.jpg,pineapple.jpg,T_6_HFD_C_NN_sk.wav,target,HFD,3D,3738,groupC,non-native,NA,4620
cigarette.jpg,typewriter.jpg,T_7_HFD_C_NN_sk.wav,target,HFD,2D,3741,groupC,non-native,NA,4751
king.jpg,vacuum.jpg,T_8_HFD_C_NN_sk.wav,target,HFD,3D,3738,groupC,non-native,NA,4629
raccoon.jpg,smoke.jpg,F_1_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,7413
jumprope.jpg,house.jpg,F_2_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,6709
radish.jpg,bread.jpg,F_3_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,6549
pick.jpg,bride.jpg,F_4_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,4337
pencilsharpener.jpg,bird.jpg,F_5_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,6338
tripod.jpg,ear.jpg,F_6_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,6814
seahorse.jpg,paper.jpg,F_7_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,6609
ladle.jpg,butter.jpg,F_8_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,5313
firehydrant.jpg,doctor.jpg,F_9_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,6168
kangaroo.jpg,wood.jpg,F_10_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,7433
crib.jpg,road.jpg,F_11_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,6886
leopard.jpg,priest.jpg,F_12_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,5170
ladybug.jpg,suitcase.jpg,F_13_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,5562
drill.jpg,neck.jpg,F_14_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,6067
brush.jpg,rose.jpg,F_15_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,4791
walrus.jpg,net.jpg,F_16_LFD_NN_sk.wav,filler,LFD,original,NA,groupC,non-native,NA,5105
wine.jpg,penguin.jpg,F_1_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3152
hat.jpg,peach.jpg,F_2_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3124
cheese.jpg,butterfly.jpg,F_3_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3124
floor.jpg,thimble.jpg,F_4_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3495
man.jpg,beaver.jpg,F_5_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,2995
city.jpg,flute.jpg,F_6_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3018
bar.jpg,artichoke.jpg,F_7_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,2865
woman.jpg,slide.jpg,F_8_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3041
book.jpg,antlers.jpg,F_9_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3286
piano.jpg,razor.jpg,F_10_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3286
horse.jpg,iron.jpg,F_11_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3152
glass.jpg,zebra.jpg,F_12_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3274
boy.jpg,anvil.jpg,F_13_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3286
fire.jpg,binoculars.jpg,F_14_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3132
lips.jpg,safetypin.jpg,F_15_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3092
rock.jpg,recordplayer.jpg,F_16_HFF_NN_sk.wav,filler,HFF,original,NA,groupC,non-native,NA,3188
hose.jpg,dog.jpg,T_1_LFF_D_NN_sk.wav,target,LFF,1F,2255,groupD,non-native,NA,3101
snail.jpg,church.jpg,T_2_LFF_D_NN_sk.wav,target,LFF,2F,2275,groupD,non-native,NA,3260
wateringcan.jpg,nose.jpg,T_3_LFF_D_NN_sk.wav,target,LFF,3F,2278,groupD,non-native,NA,3017
strawberry.jpg,door.jpg,T_4_LFF_D_NN_sk.wav,target,LFF,1F,2255,groupD,non-native,NA,3216
dolphin.jpg,fish.jpg,T_5_LFF_D_NN_sk.wav,target,LFF,2F,2275,groupD,non-native,NA,3205
bat.jpg,hand.jpg,T_6_LFF_D_NN_sk.wav,target,LFF,3F,2278,groupD,non-native,NA,3498
puzzle.jpg,eye.jpg,T_7_LFF_D_NN_sk.wav,target,LFF,1F,2255,groupD,non-native,NA,3018
dinosaur.jpg,tree.jpg,T_8_LFF_D_NN_sk.wav,target,LFF,2F,2275,groupD,non-native,NA,3407
saw.jpg,bottle.jpg,T_1_LFD_D_NN_sk.wav,target,LFD,1D,3539,groupD,non-native,NA,4428
harp.jpg,sun.jpg,T_2_LFD_D_NN_sk.wav,target,LFD,2D,3741,groupD,non-native,NA,4632
fan.jpg,moon.jpg,T_3_LFD_D_NN_sk.wav,target,LFD,3D,3738,groupD,non-native,NA,4963
alligator.jpg,car.jpg,T_4_LFD_D_NN_sk.wav,target,LFD,1D,3539,groupD,non-native,NA,4656
rhinoceros.jpg,baby.jpg,T_5_LFD_D_NN_sk.wav,target,LFD,2D,3741,groupD,non-native,NA,4948
snowman.jpg,bus.jpg,T_6_LFD_D_NN_sk.wav,target,LFD,3D,3738,groupD,non-native,NA,4923
ostrich.jpg,arm.jpg,T_7_LFD_D_NN_sk.wav,target,LFD,1D,3539,groupD,non-native,NA,4457
pumpkin.jpg,train.jpg,T_8_LFD_D_NN_sk.wav,target,LFD,2D,3741,groupD,non-native,NA,4634
table.jpg,highchair.jpg,T_1_HFF_D_NN_sk.wav,target,HFF,1F,2255,groupD,non-native,NA,3060
factory.jpg,sewingmachine.jpg,T_2_HFF_D_NN_sk.wav,target,HFF,2F,2275,groupD,non-native,NA,3089
stairs.jpg,wheelbarrow.jpg,T_3_HFF_D_NN_sk.wav,target,HFF,3F,2278,groupD,non-native,NA,3083
rain.jpg,igloo.jpg,T_4_HFF_D_NN_sk.wav,target,HFF,1F,2255,groupD,non-native,NA,3088
wall.jpg,swing.jpg,T_5_HFF_D_NN_sk.wav,target,HFF,2F,2275,groupD,non-native,NA,3119
bridge.jpg,pineapple.jpg,T_6_HFF_D_NN_sk.wav,target,HFF,3F,2278,groupD,non-native,NA,3160
cigarette.jpg,typewriter.jpg,T_7_HFF_D_NN_sk.wav,target,HFF,2F,2275,groupD,non-native,NA,3285
king.jpg,vacuum.jpg,T_8_HFF_D_NN_sk.wav,target,HFF,3F,2278,groupD,non-native,NA,3170
bench.jpg,toothbrush.jpg,T_1_HFD_D_NN_sk.wav,target,HFD,1D,3539,groupD,non-native,NA,4583
shoe.jpg,blimp.jpg,T_2_HFD_D_NN_sk.wav,target,HFD,2D,3741,groupD,non-native,NA,4709
